business_names,town_name_normalized,"lat, lng",lat,lng
['BRIDGEWATER COUNTRY STORE'],"BRIDGEWATER CORNERS, VT","(43.6199134, -72.6653771)",43.6199134,-72.6653771
"['BROOKFIELD VALLEY STORE, LLC', 'BROOKFIELD VALLEY STORE', 'BROOKFIELD VALLEY STORE', 'BROOKFIELD VALLEY STORE']","BROOKFIELD, VT","(44.0422861, -72.6034385)",44.0422861,-72.6034385
['Cabot Store LLC'],"CABOT, VT","(44.4013947, -72.3123023)",44.4013947,-72.3123023
"['CASTLETON VILLAGE STORE, INC.']","CASTLETON, VT","(43.608439, -73.2084496)",43.608439,-73.2084496
"['CHARLOTTE GENERAL STORE LLC', 'CHARLOTTE GENERAL STORE']","CHARLOTTE, VT","(44.3109602, -73.25029049999999)",44.3109602,-73.25029049999999
"[""CLUCKIN' CAFE & CONES POINT COUNTRY STORE""]","RUTLAND, VT","(43.6106237, -72.9726065)",43.6106237,-72.9726065
"[""COBURNS' GENERAL STORE, INC.""]","STRAFFORD, VT","(43.86645679999999, -72.37787279999999)",43.86645679999999,-72.37787279999999
"[""CROSSMAN'S GENERAL STORE, LLC""]","MIDDLETOWSPRINGS, VT","(43.4856255, -73.1181624)",43.4856255,-73.1181624
"[""DAN & SHEILA'S COUNTRY STORE & DELI, INC.""]","WATERVILLE, VT","(44.6903274, -72.7690147)",44.6903274,-72.7690147
"[""DAN & WHIT'S GENERAL STORE"", ""DAN & WHIT'S GENERAL STORE"", ""DAN & WHIT'S GENERAL STORE""]","NORWICH, VT","(43.7153482, -72.307869)",43.7153482,-72.307869
['THE DANBY VILLAGE MARKETPLACE AT NICHOLS STORE LLC                 RE LLC        RE'],"DANBY, VT","(43.3548341, -73.0475498)",43.3548341,-73.0475498
['DERBY VILLAGE STORE'],"ORLEANS, VT","(44.8905506, -72.2603468)",44.8905506,-72.2603468
"['DICK MAZZA GENERAL STORE, INC.']","COLCHESTER, VT","(44.5516209, -73.1636932)",44.5516209,-73.1636932
['DOVER THE MOON GENERAL STORE'],"DOVER, VT","(42.9640101, -72.88984669999999)",42.9640101,-72.88984669999999
"['EAST CALAIS GENERAL STORE, LLC', 'THE EAST CALAIS GENERAL STORE']","CALAIS, VT","(44.3693287, -72.4676128)",44.3693287,-72.4676128
"['EAST CORINTH GENERAL STORE, INC.', 'EAST CORINTH GENERAL STORE', 'EAST CORINTH GENERAL STORE']","CORINTH, VT","(44.0327566, -72.26571)",44.0327566,-72.26571
"['EAST DOVER GENERAL STORE LLC', 'East Dover General Store, LLC', 'EAST DOVER GENERAL STORE']","DOVER, VT","(42.9640101, -72.88984669999999)",42.9640101,-72.88984669999999
"['EDEN GENERAL STORE', 'EDEN GENERAL STORE', 'EDEN GENERAL STORE']","EDEN, VT","(44.7072718, -72.5456691)",44.7072718,-72.5456691
"['ELMORE STORE, THE', 'THE ELMORE STORE']","LAKELMORE, VT","(44.5412887, -72.52312239999999)",44.5412887,-72.52312239999999
"[""ERIN'S GENERAL STORE, LLC""]","FAIRLEE, VT","(43.9053567, -72.1518675)",43.9053567,-72.1518675
['FACTORY POINT COUNTRY STORE'],"MANCHESTER CENTER, VT","(43.17702060000001, -73.05704879999999)",43.17702060000001,-73.05704879999999
"['FALLS GENERAL STORE, LLC']","NORTHFIELD FALLS, VT","(44.1686842, -72.6485574)",44.1686842,-72.6485574
"['FLANNEL COUNTRY STORE, LLC']","BARRE, VT","(44.1966858, -72.5013944)",44.1966858,-72.5013944
"['FLANNEL COUNTRY STORE - EAST BARRE, LLC']","BARRE, VT","(44.1966858, -72.5013944)",44.1966858,-72.5013944
"['FLANNEL COUNTRY STORE - FERRISBURGH, LLC']","BARRE, VT","(44.1966858, -72.5013944)",44.1966858,-72.5013944
"['FLANNEL COUNTRY STORE - JOHNSON, LLC']","BARRE, VT","(44.1966858, -72.5013944)",44.1966858,-72.5013944
"['FLANNEL COUNTRY STORE - WOODSTOCK, LLC']","BARRE, VT","(44.1966858, -72.5013944)",44.1966858,-72.5013944
"['FRANKLIN GENERAL STORE', 'FRANKLIN GENERAL STORE', 'FRANKLIN GENERAL STORE', 'FRANKLIN GENERAL STORE', 'FRANKLIN GENERAL STORE']","FRANKLIN, VT","(44.9812585, -72.91655469999999)",44.9812585,-72.91655469999999
"[""FRASERS' GENERAL STORE, INC.""]","NORWICH, VT","(43.7153482, -72.307869)",43.7153482,-72.307869
"['G & L GENERAL STORE', 'G & L GENERAL STORE']","BENSON, VT","(43.7066513, -73.3105386)",43.7066513,-73.3105386
['GRANITEVILLE GENERAL STORE'],"WILLIAMSTOWN, VT","(44.1217292, -72.5414937)",44.1217292,-72.5414937
"['GROTON FOREST COUNTRY STORE, LLC']","GROTON, VT","(44.2104705, -72.1952697)",44.2104705,-72.1952697
"['GUILFORD COUNTRY STORE', 'GUILFORD COUNTRY STORE', 'GUILFORD COUNTRY STORE', 'GUILFORD COUNTRY STORE', 'GUILFORD COUNTRY STORE', 'GUILFORD COUNTRY STORE']","GUILFORD, VT","(42.8170235, -72.575487)",42.8170235,-72.575487
"[""HANLEY'S GENERAL STORE""]","JEFFERSONVILLE, VT","(44.6439391, -72.8292945)",44.6439391,-72.8292945
"['HARMONYVILLE COUNTRY STORE, LLC']","TOWNSHEND, VT","(43.0472267, -72.6678428)",43.0472267,-72.6678428
"['ISLE LA MOTTE COUNTRY STORE, INC.', 'ISLE LA MOTTE COUNTRY STORE', 'ISLE LA MOTTE COUNTRY STORE', 'ISLE LA MOTTE COUNTRY STORE']","ISLLA MOTTE, VT","(44.8769853, -73.3387437)",44.8769853,-73.3387437
"['JACKSONVILLE GENERAL STORE', 'JACKSONVILLE GENERAL STORE', 'JACKSONVILLE GENERAL STORE', 'JACKSONVILLE GENERAL STORE', 'JACKSONVILLE COUNTRY STORE']","JACKSONVILLE, VT","(42.7970266, -72.8217628)",42.7970266,-72.8217628
['JAY PEAK PROVISIONS GENERAL STORE'],"JAY, VT","(44.96492540000001, -72.4602429)",44.96492540000001,-72.4602429
"['JAY COUNTRY STORE  THE', 'JAY COUNTRY STORE', 'JAY COUNTRY STORE, THE', 'JAY COUNTRY STORE', 'JAY COUNTRY STORE']","JAY, VT","(44.96492540000001, -72.4602429)",44.96492540000001,-72.4602429
"['JEFFERSONVILLE COUNTRY STORE,LLC', 'JEFFERSONVILLE COUNTRY STORE']","JEFFERSONVILLE, VT","(44.6439391, -72.8292945)",44.6439391,-72.8292945
"['JERICHO CENTER COUNTRY STORE, INC.']","JERICHO CENTER, VT","(44.4694544, -72.9721024)",44.4694544,-72.9721024
"['JERICHO GENERAL STORE', 'JERICHO GENERAL STORE', 'JERICHO COUNTRY STORE']","JERICHO, VT","(44.5041705, -72.9978292)",44.5041705,-72.9978292
"['JERUSALEM CORNERS COUNTRY STORE', 'JERUSALEM CORNERS COUNTRY STORE', 'JERUSALEM CORNERS COUNTRY STORE', 'JERUSALEM CORNERS COUNTRY STORE', 'JERUSALEM CORNERS COUNTRY STORE', 'JERUSALEM CORNERS COUNTRY STORE']","STARKSBORO, VT","(44.2273518, -73.0570333)",44.2273518,-73.0570333
['JJ HAPGOOD GENERAL STORE AND EATERY'],"MANCHESTER, VT","(43.1635393, -73.0720817)",43.1635393,-73.0720817
['JJs Country Store L.L.C.'],"WOLCOTT, VT","(44.5464417, -72.4584429)",44.5464417,-72.4584429
"['Johnson General Store LLC', 'JOHNSON GENERAL STORE']","JOHNSON, VT","(44.6356063, -72.6803979)",44.6356063,-72.6803979
['JRY Burlington Store Corporation'],"BURLINGTON, VT","(44.4758825, -73.21207199999999)",44.4758825,-73.21207199999999
"[""KEITH'S COUNTRY STORE & DELI""]","PITTSFORD, VT","(43.7067329, -73.02816469999999)",43.7067329,-73.02816469999999
['LAST CHANCE GENERAL STORE LLC'],"FAIRLEE, VT","(43.9053567, -72.1518675)",43.9053567,-72.1518675
['Leicester convenient store LLC'],"LEICESTER, VT","(43.8656277, -73.10749489999999)",43.8656277,-73.10749489999999
"['LINCOLN GENERAL STORE', 'LINCOLN GENERAL STORE', 'LINCOLN GENERAL STORE']","LINCOLN, VT","(44.10589280000001, -72.99706119999999)",44.10589280000001,-72.99706119999999
"['LOWELL GENERAL STORE  LLC', 'LOWELL GENERAL STORE', 'LOWELL GENERAL STORE']","LOWELL, VT","(44.7992084, -72.4476024)",44.7992084,-72.4476024
"['LYNDONVILLE STORE, LLC']","LYNDONVILLE, VT","(44.5336665, -72.0031513)",44.5336665,-72.0031513
['THE MAD RIVER VALLEY GENERAL STORE'],"FAYSTON, VT","(44.1999887, -72.8542483)",44.1999887,-72.8542483
['MANCHESTER COUNTRY STORE'],"MANCHESTER CENTER, VT","(43.17702060000001, -73.05704879999999)",43.17702060000001,-73.05704879999999
"['MANCHESTER VARIETY STORE, LLC']","MANCHESTER CENTER, VT","(43.17702060000001, -73.05704879999999)",43.17702060000001,-73.05704879999999
"['MARSHFIELD VILLAGE STORE INC', 'MARSHFIELD VILLAGE STORE', 'MARSHFIELD VILLAGE STORE', 'MARSHFIELD VILLAGE STORE']","MARSHFIELD, VT","(44.3508405, -72.3539905)",44.3508405,-72.3539905
"[""MOM & POP'S COUNTRY STORE""]","SHELDON, VT","(44.8817124, -72.9429124)",44.8817124,-72.9429124
"[""MOTHER HUBBARD'S BAKERY, DELI AND COUNTRY STORE"", ""MOTHER HUBBARD'S BAKERY, DELI AND COUNTRY STORE"", ""MOTHER HUBBARD'S BAKERY, DELI AND COUNTRY STORE""]","SWANTON, VT","(44.9182342, -73.1244792)",44.9182342,-73.1244792
['MOUNT EQUINOX COUNTRY STORE LLC'],"SHAFTSBURY, VT","(43.0036753, -73.19550939999999)",43.0036753,-73.19550939999999
"['THE NEWFANE STORE LLC', 'NEWFANE COUNTRY STORE  THE', 'NEWFANE COUNTRY STORE THE', 'NEWFANE COUNTRY STORE THE', 'THE NEWFANE STORE']","NEWFANE, VT","(42.9856736, -72.65593129999999)",42.9856736,-72.65593129999999
"['NORTHEAST KINGDOM COUNTRY STORE, LLC', 'NORTHEAST KINGDOM COUNTRY STORE']","BURKE, VT","(44.620777, -71.9510719)",44.620777,-71.9510719
['NORTH BENNINGTON VARIETY STORE INC'],"ARLINGTON, VT","(43.0747858, -73.1539734)",43.0747858,-73.1539734
['NORTH TUNBRIDGE GENERAL STORE LLC'],"TUNBRIDGE, VT","(43.9198761, -72.4782827)",43.9198761,-72.4782827
['NORTON STORE & DELI LLC'],"NORTON, VT","(45.010046, -71.794817)",45.010046,-71.794817
"[""O'BRIEN'S STORE OF WILLISTON, INC.""]","WILLISTON, VT","(44.4496023, -73.1109997)",44.4496023,-73.1109997
['THE OLD MANCHESTER COUNTRY STORE'],"MANCHESTER CENTER, VT","(43.17702060000001, -73.05704879999999)",43.17702060000001,-73.05704879999999
"[""OLSON'S GENERAL STORE, LLC""]","LUDLOW, VT","(43.3960723, -72.7010471)",43.3960723,-72.7010471
"[""ONLEY'S GENERAL STORE ""]","ORLEANS, VT","(44.8905506, -72.2603468)",44.8905506,-72.2603468
"['ORIGINAL GENERAL STORE ROUTE 100 PITTSFIELD, LLC.']","PITTSFIELD, VT","(43.7722884, -72.8128828)",43.7722884,-72.8128828
"['Orwell Store Community Trust, Inc.']","ORWELL, VT","(43.8039502, -73.2978936)",43.8039502,-73.2978936
"['THE POMFRET ROAD GENERAL STORE, LLC']","POMFRET, VT","(43.7047183, -72.5156054)",43.7047183,-72.5156054
"['QUECHEE GENERAL STORE, INC.', 'QUECHEE COUNTRY STORE, LLC']","QUECHEE, VT","(43.646227, -72.4186105)",43.646227,-72.4186105
"['READSBORO COUNTRY STORE LLC', 'READSBORO GENERAL STORE']","READSBORO, VT","(42.7718758, -72.9470426)",42.7718758,-72.9470426
"[""ROBO'S CREEMEES & GENERAL STORE, LLC""]","CASTLETON, VT","(43.608439, -73.2084496)",43.608439,-73.2084496
"['ROXBURY COUNTRY STORE, INC.', 'ROXBURY COUNTRY STORE', 'ROXBURY COUNTRY STORE', 'ROXBURY COUNTRY STORE', 'ROXBURY COUNTRY STORE']","ROXBURY, VT","(44.0939388, -72.7329823)",44.0939388,-72.7329823
['RUSSIN GENERAL STORE LLC'],"FLETCHER, VT","(44.6752213, -72.9238412)",44.6752213,-72.9238412
"['SANFO GENERAL STORE LLC', 'SANFO GENERAL STORE']","STOWE, VT","(44.4654332, -72.6874023)",44.4654332,-72.6874023
"[""SCAMPY'S COUNTRY STORE & DELI"", ""SCAMPY'S COUNTRY STORE & DELI"", ""SCAMPY'S COUNTRY STORE & DELI""]","CHARLESTON, VT","(44.8443616, -72.0330896)",44.8443616,-72.0330896
"['SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE']","SHELBURNE, VT","(44.3806787, -73.2275593)",44.3806787,-73.2275593
"[""SHREWSBURY COOPERATIVE AT PIERCE'S STORE""]","SHREWSBURY, VT","(43.50895879999999, -72.8667686)",43.50895879999999,-72.8667686
"[""SIMON'S ESSEX CENTER STORE & DELI""]","BURLINGTON, VT","(44.4758825, -73.21207199999999)",44.4758825,-73.21207199999999
"[""SIMON'S MILTON STORE, INC.""]","BURLINGTON, VT","(44.4758825, -73.21207199999999)",44.4758825,-73.21207199999999
"[""Simon's North Hero Store, LLC""]","BURLINGTON, VT","(44.4758825, -73.21207199999999)",44.4758825,-73.21207199999999
"[""SIMON'S SHELBURNE ROAD STORE"", ""SIMON'S SHELBURNE ROAD STORE""]","BURLINGTON, VT","(44.4758825, -73.21207199999999)",44.4758825,-73.21207199999999
"[""SIMON'S WAITSFIELD STORE, INC.""]","BURLINGTON, VT","(44.4758825, -73.21207199999999)",44.4758825,-73.21207199999999
"['SNOWSVILLE GENERAL STORE', 'SNOWSVILLE GENERAL STORE', 'SNOWSVILLE GENERAL STORE', 'SNOWSVILLE GENERAL STORE']","BRAINTREE, VT","(43.9621778, -72.70464869999999)",43.9621778,-72.70464869999999
"['SOUTH WOODSTOCK COUNTRY STORE', 'SOUTH WOODSTOCK COUNTRY STORE', 'SOUTH WOODSTOCK COUNTRY STORE']","WOODSTOCK, VT","(43.6242442, -72.51851119999999)",43.6242442,-72.51851119999999
"['ST JOHNSBURY COUNTRY STORE, LLC']","Saint JOHNSBURY, VT","(44.4192627, -72.0151183)",44.4192627,-72.0151183
['General Store LLC'],"COLCHESTER, VT","(44.5516209, -73.1636932)",44.5516209,-73.1636932
"['THE GENERAL STORE AT SUGARBUSH', 'THE GENERAL STORE AT SUGARBUSH', 'THE GENERAL STORE AT SUGARBUSH']","WARREN, VT","(44.112005, -72.85594739999999)",44.112005,-72.85594739999999
"['GENERAL STORE FILMS, LLC']","WOODSTOCK, VT","(43.6242442, -72.51851119999999)",43.6242442,-72.51851119999999
"['THE STORE OF ROCHESTER', 'STORE OF ROCHESTER, THE', 'STORE OF ROCHESTER, THE', 'STORE OF ROCHESTER THE']","ROCHESTER, VT","(43.8745646, -72.80801799999999)",43.8745646,-72.80801799999999
['GENERAL STORE OF WHITING LLC'],"WHITING, VT","(43.8639503, -73.2003929)",43.8639503,-73.2003929
['THE COUNTRY STORE ON MAIN LLC'],"STOWE, VT","(44.4654332, -72.6874023)",44.4654332,-72.6874023
['COUNTRY STORE READSBORO LLC'],"READSBORO, VT","(42.7718758, -72.9470426)",42.7718758,-72.9470426
"['SUNRISE GENERAL STORE', 'SUNRISE GENERAL STORE']","BRIDGEWATER CORNERS, VT","(43.6199134, -72.6653771)",43.6199134,-72.6653771
"['TEAGO GENERAL STORE', 'TEAGO GENERAL STORE', 'TEAGO GENERAL STORE', 'TEAGO GENERAL STORE', 'TEAGO GENERAL STORE']","POMFRET, VT","(43.7047183, -72.5156054)",43.7047183,-72.5156054
['THETFORD CENTER VILLAGE STORE'],"POSaint MILLS, VT","(43.8846652, -72.26022569999999)",43.8846652,-72.26022569999999
['THETFORD VILLAGE STORE LLC'],"THETFORD, VT","(43.8250578, -72.2434689)",43.8250578,-72.2434689
"['THOMPSON HILL CAMPGROUND & COUNTRY STORE, LLC', 'THOMPSON HILL CAMPGROUND & COUNTRY STORE']","TOPSHAM, VT","(44.12811929999999, -72.25509559999999)",44.12811929999999,-72.25509559999999
['TROY VILLAGE STORE LLC'],"TROY, VT","(44.9042338, -72.4058438)",44.9042338,-72.4058438
"['THE VERMONT COUNTRY STORE, INC. ']","MANCHESTER CENTER, VT","(43.17702060000001, -73.05704879999999)",43.17702060000001,-73.05704879999999
"['THE WARREN STORE', 'THE WARREN STORE', 'THE WARREN STORE']","WARREN, VT","(44.112005, -72.85594739999999)",44.112005,-72.85594739999999
['WASHINGTON VILLAGE STORE LLC.'],"VERMONT, VT","(44.5588028, -72.57784149999999)",44.5588028,-72.57784149999999
"[""WATROBA'S GENERAL STORE L.P.""]","READING, VT","(43.4893362, -72.5914616)",43.4893362,-72.5914616
"['WELLS COUNTRY STORE', 'Wells Country Store']","WELLS, VT","(43.41729369999999, -73.2042744)",43.41729369999999,-73.2042744
"['WEST ENOSBURG COUNTRY STORE, LLC']","ENOSBURG FALLS, VT","(44.9069907, -72.80652309999999)",44.9069907,-72.80652309999999
"['WEST WARDSBORO STORE, THE', 'WEST WARDSBORO STORE', 'WEST WARDSBORO STORE', 'WEST WARDSBORO STORE']","WARDSBORO, VT","(43.04095119999999, -72.78979749999999)",43.04095119999999,-72.78979749999999
['WESTFORD COUNTRY STORE AND CAFE LLC'],"JEFFERSONVILLE, VT","(44.6439391, -72.8292945)",44.6439391,-72.8292945
"['WESTON VILLAGE STORE, INC.']","WESTON, VT","(43.29130079999999, -72.7929085)",43.29130079999999,-72.7929085
"['WHEELOCK VILLAGE STORE LLC', 'WHEELOCK VILLAGE STORE', 'WHEELOCK VILLAGE STORE', 'WHEELOCK VILLAGE STORE', 'WHEELOCK VILLAGE STORE']","WHEELOCK, VT","(44.58820559999999, -72.08850699999999)",44.58820559999999,-72.08850699999999
"[""WINCHESTER'S STORE, INC."", ""WINCHESTER'S STORE""]","POWNAL, VT","(42.792313, -73.22694609999999)",42.792313,-73.22694609999999
"['WINOOSKI RIVER STORE, LLC']","COLCHESTER, VT","(44.5516209, -73.1636932)",44.5516209,-73.1636932
"['WOLCOTT STORE, INC.', 'WOLCOTT COUNTRY STORE LLC']","WOLCOTT, VT","(44.5464417, -72.4584429)",44.5464417,-72.4584429
"['WOODEN BARREL COUNTRY STORE LTD.', 'WOODEN BARREL COUNTRY STORE, THE', 'WOODEN BARREL COUNTRY STORE', 'WOODEN BARREL COUNTRY STORE']","CHITTENDEN, VT","(43.7271064, -72.9428417)",43.7271064,-72.9428417
"['WOODFORD GENERAL STORE, LLC']","WOODFORD, VT","(42.878625, -73.0804029)",42.878625,-73.0804029
